filepath,pdf_base,voluntario,seq,bytes
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,1,97014
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,2,93422
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,2,93422
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,2,93422
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,3,76857
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,3,76857
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,3,76857
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,4,54056
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,4,54056
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,4,54056
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,5,77635
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,5,77635
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,5,77635
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,6,76662
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,6,76662
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,6,76662
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,7,155622
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,7,155622
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,7,155622
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,8,122032
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,8,122032
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,8,122032
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,9,92367
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,9,92367
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,9,92367
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,10,126338
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,10,126338
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,10,126338
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,11,114494
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,11,114494
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,11,114494
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,1,78852
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,1,78852
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,1,78852
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,2,58065
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,2,58065
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,2,58065
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,3,55089
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,3,55089
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,3,55089
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,4,78443
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,4,78443
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,4,78443
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,5,53308
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,5,53308
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,5,53308
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,6,101770
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,6,101770
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,6,101770
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,7,69574
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,7,69574
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,7,69574
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,8,71083
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,8,71083
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,8,71083
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,9,86445
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,9,86445
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,9,86445
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,10,95776
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,10,95776
